Names,Meanings,Sentences,Tags,Level,Collocations,Synonyms,Pronunciations,Name
"reveal
revelation","暴露する、明らかにする
暴露、発覚、新事実",Most people cannot predict the shocking revelation at the end of the film.,"会話・伝達, 英検",3,,,,reveal
"debase
debasement","価値（品質）を落とす
価値（品質）の低下",Some claim that professional sports have been debased by commercialism.,英検,4,,,,debase
"perforate
perforation","ミシン目を入れる
切り取り線、ミシン目",The perforation in the paper make it easier to tear out of the notebook.,英検,4,,,,perforate
enthrall,魅了する、夢中にさせる,His show enthralled the audience with his dynamic dance.,"感情・思考, 英検",4,,,,enthrall
"renounce
renunciation","放棄する
放棄、断念",These negotiations led to the renunciation of terrorism.,英検,4,,,,renounce
"prevaricate
prevarication","はぐらかす、言葉を濁す
言い逃れ",Stop prevaricating and tell me why you did not finish your homework!,"会話・伝達, 英検",4,,,,prevaricate
sham,偽物、見せかけ、いんちき、でっち上げ,The report turned out to be a complete sham.,"社会・国家, 英検",4,,,,sham
impalpable,感知できない、触っても感じられない、容易に理解できない,Radiation is invisible and impalpable.,"感情・思考, 英検",4,,,,impalpable
"decrepit
decrepitude","老衰した、老朽化した
老衰、老弱",The decrepit building was transformed into an excellent hotel.,"性格・態度, 英検",4,,,,decrepit
ornate,飾り立てた、凝りすぎた,His grandmother loved ornate jewelry with intricate designs and large gemstones.,英検,4,,,,ornate
trite,古臭い、陳腐な,The book is full of trite statements like “money cannot buy happiness.”,"優劣・是非, 英検",4,,,,trite
morose,不機嫌な、むっつりした,He became morose after his  marriage ended unexpectedly.,"性格・態度, 英検",4,,,,morose
dreary,陰鬱な、物寂しい、つまらない、退屈な,The dreary weather made her want to stay in bed reading all day.,"優劣・是非, 感情・思考, 英検",4,,,,dreary
recant,撤回する,The politician recanted the statement after learning that it was false.,"会話・伝達, 英検",4,,,,recant
"extricate
extrication","救い出す、脱出させる
救出、解放","Hours later, they were finally able to extricate the dog from the drain pipe.",英検,4,,,,extricate
garnish,"付け合わせを添える
付け合わせ","If you are serving the dish to guests, garnish it with lemon slices.","英検, 食べ物・料理",4,,,,garnish
"emanate
emanation","発する、発散する、生じる、広まる
発散（されたもの）","The Buddhist monk emanates peace and harmony, which makes everyone around him feel calmer.","物理・化学, 英検",4,,,,emanate
glean,（情報や知識を）少しずつ収集する,The chess player has gleaned new strategies from each of his opponents.,英検,4,,,,glean
"rejuvenate
rejuvenation","若返らせる、元気を回復させる
若返り",She went to a spa in hopes of rejuvenating her tired body.,"医療・健康, 英検",4,,,,rejuvenate
snub,冷たくあしらう、（申し出などを）はねつける,"She said hello to him, but he just snubbed her.","会話・伝達, 感情・思考, 英検",4,,,,snub
furtive,人目を盗んだ、内緒の,The two boys exchanged furtive smiles from across the classroom.,英検,4,,,,furtive
decoy,おとり,The criminal used a decoy to distract the police while he escaped.,"人・職業, 社会・国家, 英検",4,,,,decoy
"allure
alluring","魅力、魅惑、魅惑する
魅惑的な",The allure of the city attracts young people from more rural areas.,"優劣・是非, 英検",4,,,,allure
"prodigy
prodigious",神童、天才児、驚嘆すべき,The young prodigy was a champion chess player by the age of seven.,"人・職業, 優劣・是非, 英検",4,,,,prodigy
foray,襲撃、急襲、進出,They made a foray into enemy territory.,"社会・国家, 英検",4,,,,foray
"precipitate
precipitous","引き起こす、せっかちな、拙速な
（増減などが）急激な、非常に険しい、急峻な","The founder’s death precipitated a crisis within the company.
The precipitous slope on one side of the trail makes climbing it terrifying.","位置・方向, 性格・態度, 数量・論理, 英検",4,,,,precipitate
soggy,湿った、しんなりした、じめじめした,The bread got soggy with the sauce.,"地理・気候, 英検",4,,,,soggy
"abominate
abominable
abomination","嫌悪する
嫌悪感を抱かせる
嫌悪、憎悪","The food at the restaurant was good, but the service was abominable.","感情・思考, 英検",4,,,,abominate
"covet
covetous","ひどく欲しがる
むやみに欲しがる",She felt guilty for coveting her best friend’s diamond ring.,"感情・思考, 英検",4,,,,covet
"subjugate
subjugation","征服する、服従させる
征服",The conqueror sought to subjugate every nation bordering his country.,"社会・国家, 英検",4,,,,subjugate
sequester,隔離する,The judge ordered the jury sequestered to ensure a fair trial.,"位置・方向, 英検",4,,,,sequester
"combust
combustion
combustible","燃焼する
燃焼、酸化
燃えやすい",The invention of the combustion engine revolutionized the transportation industry.,"物理・化学, 英検",4,,,,combust
"venerate
venerable
veneration","尊敬する
尊敬すべき、由緒ある
尊敬（の念）","Every year, the people hold a festival to celebrate their venerable leader.","優劣・是非, 性格・態度, 感情・思考, 英検",4,,,,venerate
"conglomerate
conglomeration ","複合企業
集合体、集塊、寄せ集め、複合企業可","The conglomeration of luxury brands is now owned by a single company.
They discussed the regulation of financial conglomerates.","カタカナ・象徴語, ビジネス・経済, 英検",4,,,,conglomeration
circumspect,慎重な、用心深い,The unfortunate experience taught him to be circumspect in his dealings with strangers.,"性格・態度, 英検",4,,,,circumspect
preside,議長（司会）を務める,A neutral third party was asked to preside over the negotiations.,"ビジネス・経済, 英検",4,,,,preside
scourge,災いの元凶、天罰、たたり,The Bubonic Plague was a scourge that killed millions of people across Europe.,"優劣・是非, 宗教・哲学, 英検",4,,,,scourge
"benevolent
benevolence","慈悲深い、親切な
慈善を行う",The benevolent woman helped the lost child find his mother.,"性格・態度, 社会・国家, 英検",4,,,,benevolent
shackle,制限する、束縛する、束縛、手枷、足枷,The lack of funds shackled the small company’s growth potential.,"物, 英検",4,,,,shackle
hedge,防護手段、損失防止策、生け垣、垣根、分散して損失を防止する,She bought bonds as a hedge against stock market risk.,"カタカナ・象徴語, ビジネス・経済, 物, 英検",4,,,,hedge
forage,漁る、探し回る、引っかき回す,Primitive humans likely spent much of their time foraging for food.,"動作, 英検",4,,,,forage
"coalesce
coalescence","連合する、合併する
連合、合併",Those groups gradually coalesced into a political party.,"ビジネス・経済, 英検",4,,,,coalesce
cerebral,知的な、理性的な、脳の,"She is a very cerebral comedian, so many people do not understand her jokes.","性格・態度, 英検",4,,,,"cerebral "
"fortify
fortification","防御を固める、要塞化する、元気にする
要塞化",William the Conqueror’s White Tower was fortified with a moat and defensive walls.,"医療・健康, 社会・国家, 英検",4,,,,fortify
"petulant
petulance","いらいらした、すねた
いらいら、すねること",Stop acting like a petulant child.,"感情・思考, 英検",4,,,,petulant
fumble,手探りする,He fumbled for a switch in the dark.,"カタカナ・象徴語, スポーツ, 動作, 英検",4,,,,fumble
propitious,好都合な、幸先の良い,"Surprisingly, a recession is a propitious time to start a business.","優劣・是非, 英検",4,,,,propitious
"omniscient
omniscience","全知の、博識の
全知全能",This novel is a third person narrative and told by an omniscient narrator.,"性格・態度, 英検",4,,,,omniscient
pageant,野外劇、歴史ショー,Carnaval de Barranquilla is a traditional pageant celebrated annually in Colombia.,"芸術・音楽, 英検",4,,,,pageant
parry,（質問や議論を）受け流す、（攻撃などを）かわす,The spokesperson cleverly parried every question about the recent factory fire.,"会話・伝達, 英検",4,,,,parry
sojourn,（一時的な）滞在,They ended their trip with a brief sojourn to a popular ski town.,英検,4,,,,sojourn
"vestige
vestigial","痕跡、名残り
痕跡の",There still remains a vestige of the ancient culture in their life.,英検,4,,,,vestige
"resuscitate
resuscitation",蘇生させる、復活させる、復興する,"The patient’s heart stopped for a while, but the medics were able to resuscitate him.","医療・健康, 英検",4,,,,resuscitate
"exasperate
exasperation","苛立たせる、激しく怒らせる
憤慨",He was exasperated by the computer’s refusal to print the documents.,"感情・思考, 英検",4,,,,exasperate
usurp,不法に奪う、強奪する,The young kind quickly crushed their attempt to usurp the throne.,"社会・国家, 英検",4,,,,usurp
"transgress
transgression","（法や規制を）犯す
違反、犯罪",She is old enough to understand stealing is a transgression.,"社会・国家, 英検",4,,,,transgress
